contract_id,registry_id,customer_name,customer_inn,customer_kpp,budget_level,budget_name,extra_budget_source,purchase_method,notice_number,supplier_selection_result_date,basis_document_details,contract_date,contract_number,contract_subject,contract_price,budget_code,kosgu,kvr,ikz,supplier_name,supplier_inn,supplier_kpp,last_update_datetime,contract_execution_date
32,3050500981624000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД ""СОКОЛЕНОК""",0505009816,050501001,Местный бюджет,"Бюджет Муниципального Образования ""Бабаюртовский район"" Бабаюртовского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,44-ФЗ,2024-01-01,12-6-02/01-0335/24К,поставка газа,42899.5,001-0701-9900070010-247,,247,243050500981605050100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-26 15:40:00,2024-12-31
33,3050500997524000001,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО БАБАЮРТ"" БАБАЮРТОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0505009975,050501001,Местный бюджет,"Бюджет Муниципального Образования ""село Бабаюрт"" Бабаюртовского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,44-ФЗ,2024-01-01,12-6-02/04-0103/24К,газ природный,35803.47,001-0104-9900010030-247,,247,243050500997505050100100020013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-24 18:07:00,2024-12-31
34,3050500999024000001,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛЬСОВЕТ ""ГЕМЕТЮБИНСКИЙ"" БАБАЮРТОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0505009990,050501001,Местный бюджет,"Бюджет Муниципального Образования ""сельсовет ""Геметюбинский"" Бабаюртовского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,44-ФЗ,2024-01-01,12-6-02/14-0857/24К,газ природный,54839.09,001-0104-9900010030-247,,247,243050500999005050100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-27 17:36:00,2024-12-31
35,3050501029724000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД ""БУРАТИНО""",0505010297,050501001,Местный бюджет,"Бюджет Муниципального Образования ""Бабаюртовский район"" Бабаюртовского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,44-ФЗ,2024-01-01,12-6-02/04-0337/24К,поставка газа,168591.74,001-0701-9900070010-247,,247,243050501029705050100100050010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-25 18:12:00,2024-12-31
36,3050501061024000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ИНФОРМАЦИОННОЙ ПОЛИТИКЕ И МАССОВЫМ КОММУНИКАЦИЯМ"" АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""БАБАЮРТОВСКИЙ РАЙОН""",0505010610,050501001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,44-ФЗ,2024-01-01,12-6-02/01-0342/24К,поставка газа,41504.05,,,247,243050501061005050100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-06-26 13:09:00,2024-12-31
37,3050501095624000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЯСЛИ-САД ""ЗВЕЗДОЧКА""",0505010956,050501001,Местный бюджет,"Бюджет Муниципального Образования ""Бабаюртовский район"" Бабаюртовского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,44-ФЗ,2024-01-01,12-6-02/05-0861/24К,поставка газа,200000.0,001-0701-9900070010-247,,247,243050501095605050100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-20 10:16:00,2024-12-31
38,3050505505824000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЛЯ ДЕТЕЙ ДОШКОЛЬНОГО И МЛАДШЕГО ШКОЛЬНОГО ВОЗРАСТА ПРОГИМНАЗИЯ ""ОРЛЕНОК""",0505055058,050501001,Местный бюджет,"Бюджет Муниципального Образования ""Бабаюртовский район"" Бабаюртовского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,44-ФЗ,2024-01-01,12-6-02/01-0330/24,поставка газа,350221.44,001-0701-9900070010-247,,247,243050505505805050100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-28 11:02:00,2024-12-31
39,3050702348524000002,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО ЧИРКЕЙ""",0507023485,050701001,Местный бюджет,"Бюджет Муниципального Образования Сельское поселение ""Село Чиркей"" Буйнакского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,2023-12-31,,2024-01-01,3,Водоснабжение,9397432.8,001-0505-9990000590-244,,244,243050702348505070100100030013600244,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ДАГВОДОКАНАЛ""",0541001636,057101001,2024-11-15 17:07:00,2024-12-31
40,3050702359824000001,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО НИЖНЕЕ КАЗАНИЩЕ""",0507023598,050701001,Местный бюджет,"Бюджет Муниципального Образования ""Село Нижне Казанище"" Буйнакского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-0З/07-0747/24К,За газ,661198.58,001-0104-9980020000-247,,247,243050702359805070100100040013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2025-11-21 16:32:00,2024-12-31
41,3051200724924000001,"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ПОСЕЛОК БЕЛИДЖИ"" ДЕРБЕНТСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0512007249,051201001,Местный бюджет,"Бюджет Муниципального образования ""поселок Белиджи"" Дербентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,4271081,Поставка электрической энергии,2883000.0,001-0503-9990010003-247,,247,243051200724905120100100090013512247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-03-22 16:45:00,2024-12-31
42,3051200835524000001,"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""П. МАМЕДКАЛА""",0512008355,051201001,Местный бюджет,"Бюджет Муниципального образования ""поселок Мамедкала"" Дербентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,4270964,Поставка электрической энергии,1800000.0,001-0503-9990010003-247,,247,243051200835505120100100040013512247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-03-12 15:37:00,2024-12-31
43,3051201148524000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ХАЗАРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0512011485,051201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,4301424,Поставка электрической энергии,567588.75,,,247,243051201148505120100100060013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-05-21 12:22:00,2024-12-31
44,3051201183024000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГЕДЖУХСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0512011830,051201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,4301399,Поставка электрической энергии,566734.76,,,247,243051201183005120100100080013511247,"ФИЛИАЛ ПАО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ"" - ""ДАГЭНЕРГО""",2632082033,057243001,2024-12-06 16:46:00,2024-12-31
45,3051202709024000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-САД ИМЕНИ КУРБАНОВА СЕИДА ДЖАМАЛОВИЧА"" СЕЛА НИЖНИЙ ДЖАЛГАН",0512027090,051201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,501092000022,Поставка электрической энергии,536896.95,,,247,243051202709005120100100070013511247,"ФИЛИАЛ ПАО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ"" - ""ДАГЭНЕРГО""",2632082033,057243001,2024-04-09 12:17:00,2024-12-31
46,3051900052424000001,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛЬСОВЕТ ШТУЛЬСКИЙ"" КУРАХСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0519000524,051901001,Местный бюджет,"Бюджет муниципального образования ""сельсовет Штульский"" Курахского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,2023-12-29,Муниципальный контракт на поставку газа 12-6-12/06-0135/24К,2024-01-01,12-6-12/06-0135/24К,Муниципальный контракт на поставку газа,12794.6,001-0104-8830020000-247,,247,243051900052405190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-05-29 12:18:00,2024-12-31
47,3051900053124000001,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО КАБИР"" КУРАХСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0519000531,051901001,Местный бюджет,"Бюджет муниципального образования ""село Кабир"" Курахского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,2023-12-22,Муниципальный контракт на поставку газа 12-6-12/08-0111/24К,2024-01-01,12-6-12/08-0111/24К,Контракт на поставку газа,134026.74,001-0104-8830020000-247,,247,243051900053105190100100060060620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-04-17 22:07:00,2024-12-31
48,3051900080624000001,"ФИНАНСОВЫЙ ОТДЕЛ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КУРАХСКИЙ РАЙОН""",0519000806,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,2023-12-31,Муниципальный контракт на поставку газа,2024-01-01,12-6-12/05-0133/24К,Муниципальный контракт на поставку газа,54839.09,992-0106-9980020000-247,,247,243051900080605190100100030030620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-02-26 16:21:00,2024-12-31
49,3051900100624000001,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛЬСОВЕТ КОЧХЮРСКИЙ"" КУРАХСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0519001006,051901001,Местный бюджет,"Бюджет муниципального образования ""сельсовет Кочхюрский"" Курахского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,2023-11-21,№12-6-12/03-0108/24,2024-01-01,№12-6-12/03-0108/24,Муниципальный контракт на поставку газа,94064.94,001-0104-8830020000-247,,247,243051900100605190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-04-24 10:09:00,2024-12-31
